run_id,site_id,product_id,start_time,end_time,planned_quantity_mt,actual_yield_mt,yield_pct,feedstock_consumed_mt,feedstock_cost,energy_cost,labor_cost,overhead_cost,total_variable_cost,total_fixed_cost,cost_per_mt,quality_grade,batch_status,carbon_footprint_kg
RUN-00000050,SITE-NEA-01,HDPE-001,2025-01-23 19:00:00,2025-01-24 07:00:00,200,190.5,95.27,213.1,166218.0,9140.72,4709.97,9352.14,175358.72,14062.11,994.34,B,COMPLETED,235191.0
RUN-00000051,SITE-NEA-01,STY-001,2025-01-23 05:00:00,2025-01-23 15:00:00,132,129.7,98.25,144.5,99705.0,7402.38,3155.76,6489.16,107107.38,9644.92,900.17,A,COMPLETED,109575.0
RUN-00000052,SITE-NEA-02,HDPE-001,2025-01-23 05:00:00,2025-01-23 14:00:00,274,255.5,93.26,283.3,220974.0,13661.76,5960.04,15066.32,234635.76,21026.36,1000.63,A,COMPLETED,130634.0
RUN-00000053,SITE-NEA-02,ETH-001,2025-01-23 14:00:00,2025-01-23 21:00:00,353,335.0,94.9,353.7,201609.0,19820.13,8357.9,23271.69,221429.13,31629.589999999997,755.4,A,COMPLETED,469965.0
RUN-00000054,SITE-NEA-02,PP-HOMO,2025-01-23 15:00:00,2025-01-24 01:00:00,315,290.9,92.34,327.1,274764.0,13799.59,9920.53,12327.18,288563.59,22247.71,1068.45,A,COMPLETED,366050.0
RUN-00000055,SITE-NEA-02,XYL-001,2025-01-23 18:00:00,2025-01-24 01:00:00,238,223.3,93.81,251.4,132739.2,11327.18,5864.19,11967.14,144066.38,17831.329999999998,725.02,A,COMPLETED,168229.0
RUN-00000056,SITE-USG-01,PP-001,2025-01-24 00:00:00,2025-01-24 11:00:00,295,283.1,95.97,306.0,201960.0,13134.73,5690.38,13329.59,215094.73,19019.97,826.97,B,COMPLETED,219247.0
RUN-00000057,SITE-USG-01,HDPE-001,2025-01-24 19:00:00,2025-01-25 04:00:00,285,266.2,93.41,298.4,232752.0,11960.49,8865.61,17972.76,244712.49,26838.37,1020.1,B,COMPLETED,168525.0
RUN-00000058,SITE-USG-01,ETH-001,2025-01-24 03:00:00,2025-01-24 09:00:00,443,427.1,96.41,459.7,262029.0,23377.25,10521.54,33173.17,285406.25,43694.71,770.55,A,COMPLETED,336360.0
RUN-00000059,SITE-USG-01,PP-001,2025-01-24 19:00:00,2025-01-25 05:00:00,221,213.2,96.46,233.9,154374.0,7938.47,5716.46,11874.8,162312.47,17591.26,843.83,A,COMPLETED,208415.0
RUN-00000060,SITE-USG-02,ETH-001,2025-01-24 19:00:00,2025-01-25 02:00:00,405,374.4,92.45,417.2,237804.0,12396.95,12142.49,20663.78,250200.95,32806.27,755.9,A,COMPLETED,234953.0
RUN-00000061,SITE-USG-02,PP-001,2025-01-24 16:00:00,2025-01-24 21:00:00,300,284.3,94.78,321.7,212322.0,11738.49,6923.95,17079.69,224060.49,24003.64,872.54,A,COMPLETED,272513.0
RUN-00000062,SITE-NWE-01,PP-HOMO,2025-01-24 06:00:00,2025-01-24 12:00:00,273,253.4,92.82,286.4,240576.0,11257.91,7694.66,18862.8,251833.91,26557.46,1098.62,A,COMPLETED,236412.0
RUN-00000063,SITE-NWE-01,PP-HOMO,2025-01-24 16:00:00,2025-01-25 01:00:00,126,121.5,96.46,138.0,115920.0,5851.54,2691.91,7408.44,121771.54,10100.349999999999,1085.37,A,COMPLETED,93767.0
RUN-00000064,SITE-NWE-02,LLDPE-001,2025-01-24 12:00:00,2025-01-24 16:00:00,496,469.9,94.74,522.1,400972.8,22633.4,11746.19,33825.31,423606.2,45571.5,998.46,A,COMPLETED,566419.0
RUN-00000065,SITE-NWE-02,MMA-001,2025-01-24 00:00:00,2025-01-24 10:00:00,380,364.8,96.01,392.5,376800.0,19343.67,8861.68,25806.68,396143.67,34668.36,1180.95,A,COMPLETED,505249.0
RUN-00000066,SITE-NEA-01,BEN-001,2025-01-24 07:00:00,2025-01-24 15:00:00,192,189.3,98.58,215.7,116478.0,6439.04,5512.32,8120.01,122917.04,13632.33,721.34,B,COMPLETED,158916.0
RUN-00000067,SITE-NEA-01,BUT-001,2025-01-24 04:00:00,2025-01-24 10:00:00,330,317.3,96.14,355.6,256032.0,14820.18,6422.09,15057.6,270852.18,21479.690000000002,921.31,A,COMPLETED,159603.0
RUN-00000068,SITE-NEA-01,LDPE-001,2025-01-24 10:00:00,2025-01-24 18:00:00,349,326.5,93.56,348.1,281961.0,10606.86,10531.43,24483.46,292567.86,35014.89,1003.32,A,COMPLETED,469868.0
RUN-00000069,SITE-NEA-02,BUT-001,2025-01-24 00:00:00,2025-01-24 08:00:00,233,224.7,96.44,246.9,177768.0,6804.64,4513.16,14541.99,184572.64,19055.15,906.22,A,COMPLETED,213137.0
RUN-00000070,SITE-NEA-02,MEG-001,2025-01-24 07:00:00,2025-01-24 17:00:00,151,148.1,98.08,156.5,70425.0,7036.99,4528.2,10176.37,77461.99,14704.57,622.33,A,COMPLETED,203981.0
RUN-00000071,SITE-USG-01,LLDPE-001,2025-01-25 02:00:00,2025-01-25 09:00:00,457,448.0,98.04,480.8,369254.4,13977.58,17722.48,34068.4,383231.98000000004,51790.880000000005,971.03,A,COMPLETED,244674.0
RUN-00000072,SITE-USG-01,ACN-001,2025-01-25 16:00:00,2025-01-25 22:00:00,336,313.5,93.3,346.9,291396.0,11342.92,9105.24,19628.04,302738.92,28733.28,1057.33,A,COMPLETED,225876.0
RUN-00000073,SITE-USG-01,PP-COPOLY,2025-01-25 17:00:00,2025-01-25 22:00:00,163,154.6,94.86,164.2,142854.0,9216.99,4940.35,9770.43,152070.99,14710.78,1078.8,B,COMPLETED,197028.0
RUN-00000074,SITE-USG-02,MMA-001,2025-01-25 11:00:00,2025-01-25 17:00:00,384,379.4,98.8,409.3,392928.0,20683.27,12518.09,18911.9,413611.27,31429.99,1173.01,A,COMPLETED,309271.0
RUN-00000075,SITE-USG-02,PS-001,2025-01-25 15:00:00,2025-01-25 23:00:00,125,116.2,92.99,129.8,97350.0,6941.44,3023.39,8407.27,104291.44,11430.66,995.89,B,COMPLETED,168456.0
RUN-00000076,SITE-USG-02,TOL-001,2025-01-25 11:00:00,2025-01-25 20:00:00,369,363.9,98.61,399.6,203796.0,17114.53,14213.15,15802.03,220910.53,30015.18,689.55,A,COMPLETED,265622.0
RUN-00000077,SITE-NWE-01,PVC-001,2025-01-25 14:00:00,2025-01-26 02:00:00,206,199.7,96.92,223.9,147774.0,10403.19,5798.41,14752.36,158177.19,20550.77,894.98,A,COMPLETED,211448.0
RUN-00000078,SITE-NWE-01,ACN-001,2025-01-25 15:00:00,2025-01-25 22:00:00,359,346.2,96.44,373.5,313740.0,15142.27,13752.59,27639.58,328882.27,41392.17,1069.54,A,COMPLETED,323825.0
RUN-00000079,SITE-NWE-02,PS-001,2025-01-25 05:00:00,2025-01-25 09:00:00,392,368.9,94.11,415.0,311250.0,17650.21,12273.06,26709.74,328900.21,38982.8,997.24,A,COMPLETED,203396.0
RUN-00000080,SITE-NWE-02,XYL-001,2025-01-25 08:00:00,2025-01-25 18:00:00,262,244.0,93.14,257.7,136065.6,11275.53,9336.64,10917.54,147341.13,20254.18,686.87,A,COMPLETED,181145.0
RUN-00000081,SITE-NEA-01,HDPE-001,2025-01-25 09:00:00,2025-01-25 15:00:00,400,388.3,97.09,416.5,324870.0,12504.2,11832.25,18621.4,337374.2,30453.65,947.28,A,COMPLETED,501867.0
RUN-00000082,SITE-NEA-01,ETH-001,2025-01-25 03:00:00,2025-01-25 07:00:00,455,440.1,96.72,495.9,282663.0,23030.14,14146.83,26188.56,305693.14,40335.39,786.25,A,COMPLETED,263821.0
RUN-00000083,SITE-NEA-01,MMA-001,2025-01-25 03:00:00,2025-01-25 07:00:00,303,282.7,93.31,322.8,309888.0,16269.05,10390.35,21381.0,326157.05,31771.35,1266.11,A,COMPLETED,325047.0
RUN-00000084,SITE-NEA-01,STY-001,2025-01-25 14:00:00,2025-01-26 00:00:00,136,129.0,94.88,146.3,100947.0,6729.99,2645.58,10244.26,107676.99,12889.84,934.63,A,COMPLETED,79384.0
RUN-00000085,SITE-NEA-02,BUT-001,2025-01-25 02:00:00,2025-01-25 07:00:00,384,353.8,92.14,393.2,283104.0,13549.48,13039.34,21281.48,296653.48,34320.82,935.48,A,COMPLETED,405719.0
RUN-00000086,SITE-NEA-02,BEN-001,2025-01-25 08:00:00,2025-01-25 16:00:00,175,161.9,92.49,184.6,99684.0,8791.39,3787.19,8909.42,108475.39,12696.61,748.44,A,COMPLETED,166455.0
RUN-00000087,SITE-NEA-02,PS-001,2025-01-25 02:00:00,2025-01-25 11:00:00,484,446.0,92.15,498.1,373575.0,18955.22,12662.74,23042.92,392530.22,35705.659999999996,960.17,A,COMPLETED,492939.0
RUN-00000088,SITE-NEA-02,MEG-001,2025-01-25 02:00:00,2025-01-25 09:00:00,288,284.0,98.6,319.3,143685.0,16269.64,7871.56,20747.3,159954.64,28618.86,663.99,A,COMPLETED,205083.0
RUN-00000089,SITE-USG-01,DEG-001,2025-01-26 04:00:00,2025-01-26 16:00:00,214,209.4,97.83,232.5,111600.0,11580.73,5273.49,10322.04,123180.73,15595.53,662.73,A,COMPLETED,267814.0
RUN-00000090,SITE-USG-01,BUT-001,2025-01-26 05:00:00,2025-01-26 15:00:00,206,194.8,94.57,216.4,155808.0,8190.14,4976.46,13332.85,163998.14,18309.31,935.87,A,COMPLETED,239672.0
RUN-00000091,SITE-USG-01,LDPE-001,2025-01-26 05:00:00,2025-01-26 16:00:00,327,303.2,92.73,336.4,272484.0,15874.23,9531.13,17229.16,288358.23,26760.29,1039.31,B,COMPLETED,411499.0
RUN-00000092,SITE-USG-02,XYL-001,2025-01-26 09:00:00,2025-01-26 21:00:00,102,97.7,95.81,109.4,57763.2,4910.57,3668.7,4821.52,62673.77,8490.220000000001,728.39,A,COMPLETED,50061.0
RUN-00000093,SITE-USG-02,PP-001,2025-01-26 08:00:00,2025-01-26 18:00:00,452,421.1,93.16,482.4,318384.0,23033.28,13994.79,16999.06,341417.28,30993.850000000002,884.38,B,COMPLETED,388454.0
RUN-00000094,SITE-NWE-01,LDPE-001,2025-01-26 18:00:00,2025-01-26 23:00:00,351,326.5,93.02,367.1,297351.0,18758.05,8576.54,15928.01,316109.05,24504.550000000003,1043.23,A,COMPLETED,229587.0
RUN-00000095,SITE-NWE-01,XYL-001,2025-01-26 00:00:00,2025-01-26 04:00:00,296,279.0,94.27,302.2,159561.6,10819.77,6185.36,17706.53,170381.37,23891.89,696.32,A,COMPLETED,344980.0
RUN-00000096,SITE-NWE-02,XYL-001,2025-01-26 18:00:00,2025-01-27 00:00:00,415,381.8,92.01,436.3,230366.4,13543.32,14883.7,18907.14,243909.72,33790.84,727.35,A,COMPLETED,557710.0
RUN-00000097,SITE-NWE-02,ETH-001,2025-01-26 13:00:00,2025-01-26 20:00:00,359,335.9,93.57,363.1,206967.0,13968.54,13191.71,18400.65,220935.54,31592.36,751.79,A,COMPLETED,367300.0
RUN-00000098,SITE-NWE-02,PS-001,2025-01-26 19:00:00,2025-01-27 03:00:00,432,398.8,92.31,435.7,326775.0,15706.87,8399.3,27906.95,342481.87,36306.25,949.82,A,COMPLETED,567649.0
RUN-00000099,SITE-NEA-01,XYL-001,2025-01-26 18:00:00,2025-01-27 00:00:00,254,239.2,94.18,271.5,143352.0,7654.0,6999.36,14212.17,151006.0,21211.53,719.97,A,COMPLETED,354613.0
RUN-00000100,SITE-NEA-01,LDPE-001,2025-01-26 04:00:00,2025-01-26 16:00:00,106,104.8,98.9,115.5,93555.0,3781.16,3753.07,6615.47,97336.16,10368.54,1027.72,A,COMPLETED,136874.0
RUN-00000101,SITE-NEA-01,LLDPE-001,2025-01-26 05:00:00,2025-01-26 17:00:00,269,253.7,94.3,291.6,223948.8,7925.31,6647.42,16693.22,231874.11,23340.64,1005.97,A,COMPLETED,348049.0
RUN-00000102,SITE-NEA-02,PP-002,2025-01-26 00:00:00,2025-01-26 05:00:00,200,194.0,96.98,222.5,140175.0,9802.61,4919.83,15453.36,149977.61,20373.190000000002,878.1,A,COMPLETED,268508.0
RUN-00000103,SITE-NEA-02,BEN-001,2025-01-26 07:00:00,2025-01-26 17:00:00,268,254.7,95.03,292.7,158058.0,12050.31,7557.74,16272.09,170108.31,23829.83,761.44,A,COMPLETED,357582.0
RUN-00000104,SITE-USG-01,PP-002,2025-01-27 12:00:00,2025-01-27 22:00:00,292,274.9,94.13,292.3,184149.0,13768.42,10089.3,12260.53,197917.42,22349.83,801.26,A,COMPLETED,328528.0
RUN-00000105,SITE-USG-01,ETH-001,2025-01-27 09:00:00,2025-01-27 21:00:00,321,308.0,95.95,341.4,194598.0,13433.27,11170.11,15202.31,208031.27,26372.42,761.05,A,COMPLETED,344872.0
RUN-00000106,SITE-USG-01,ACN-001,2025-01-27 02:00:00,2025-01-27 11:00:00,196,192.0,97.97,210.7,176988.0,6500.53,7261.37,9212.85,183488.53,16474.22,1041.47,A,COMPLETED,244508.0
RUN-00000107,SITE-USG-01,PP-001,2025-01-27 10:00:00,2025-01-27 21:00:00,444,421.0,94.82,457.2,301752.0,25176.12,13418.0,26050.46,326928.12,39468.46,870.3,A,COMPLETED,433659.0
RUN-00000108,SITE-USG-02,ACN-001,2025-01-27 11:00:00,2025-01-27 22:00:00,118,109.2,92.54,118.7,99708.0,4286.35,2969.75,5152.51,103994.35,8122.26,1026.71,A,COMPLETED,106661.0
RUN-00000109,SITE-USG-02,DEG-001,2025-01-27 00:00:00,2025-01-27 07:00:00,391,378.8,96.88,407.9,195792.0,20675.49,12909.42,17374.53,216467.49,30283.949999999997,651.4,A,COMPLETED,513241.0
RUN-00000110,SITE-NWE-01,ACN-001,2025-01-27 12:00:00,2025-01-27 17:00:00,353,345.8,97.96,389.4,327096.0,14957.45,10529.11,21826.73,342053.45,32355.84,1082.73,B,COMPLETED,355012.0
RUN-00000111,SITE-NWE-01,LLDPE-001,2025-01-27 19:00:00,2025-01-28 00:00:00,489,457.9,93.64,487.7,374553.6,25870.69,10376.95,30503.3,400424.29,40880.25,963.76,A,COMPLETED,558722.0
RUN-00000112,SITE-NWE-01,PS-001,2025-01-27 12:00:00,2025-01-27 16:00:00,284,270.3,95.17,288.1,216075.0,15743.9,6402.04,18409.25,231818.9,24811.29,949.43,A,COMPLETED,257721.0
RUN-00000113,SITE-NWE-01,PP-COPOLY,2025-01-27 06:00:00,2025-01-27 12:00:00,283,266.0,94.0,289.8,252126.0,15632.49,9093.53,16179.29,267758.49,25272.82,1101.62,A,COMPLETED,376058.0
RUN-00000114,SITE-NWE-02,PP-COPOLY,2025-01-27 20:00:00,2025-01-28 00:00:00,394,385.2,97.78,407.5,354525.0,14705.76,9308.55,23918.39,369230.76,33226.94,1044.8,B,COMPLETED,222886.0
RUN-00000115,SITE-NWE-02,PP-COPOLY,2025-01-27 11:00:00,2025-01-27 22:00:00,364,341.8,93.89,370.2,322074.0,17384.13,10143.24,19666.32,339458.13,29809.559999999998,1080.36,A,COMPLETED,178811.0
RUN-00000116,SITE-NWE-02,STY-001,2025-01-27 15:00:00,2025-01-28 02:00:00,462,455.3,98.56,487.6,336444.0,23830.83,16637.63,28366.83,360274.83,45004.46000000001,890.14,A,COMPLETED,349971.0
RUN-00000117,SITE-NWE-02,BUT-001,2025-01-27 07:00:00,2025-01-27 18:00:00,341,319.3,93.64,355.9,256248.0,16534.86,6695.89,14737.72,272782.86,21433.61,921.44,A,COMPLETED,195585.0
RUN-00000118,SITE-NEA-01,XYL-001,2025-01-27 18:00:00,2025-01-28 02:00:00,180,171.7,95.4,180.5,95304.0,9946.76,4098.94,7670.38,105250.76,11769.32,681.54,B,COMPLETED,222921.0
RUN-00000119,SITE-NEA-01,ETH-001,2025-01-27 20:00:00,2025-01-28 07:00:00,223,209.2,93.82,230.9,131613.0,6968.56,7369.66,11384.02,138581.56,18753.68,752.08,B,COMPLETED,278858.0
RUN-00000120,SITE-NEA-02,MMA-001,2025-01-27 10:00:00,2025-01-27 22:00:00,142,134.4,94.62,141.9,136224.0,4422.14,3766.56,6777.71,140646.14,10544.27,1124.93,A,COMPLETED,78753.0
RUN-00000121,SITE-NEA-02,PVC-001,2025-01-27 02:00:00,2025-01-27 14:00:00,255,236.7,92.82,250.5,165330.0,9999.68,9311.24,14312.2,175329.68,23623.440000000002,840.53,A,COMPLETED,248217.0
